Name,Location,Brand,Gender,      Age,Reviews
Francis Allison,Norway,LG,Female,58,Awesome!
Knox Pitts,Indonesia,Sony,Male,58,Great item to get to stream videos
Owen Hurst,Italy,Amazon,Male,55,Great but be prepared to pay a yearly fee up front
Ruby Duffy,Poland,Microsoft,Female,57,Works like its suppose to
Eagan English,Indonesia,LG,Female,52,Great escape from the cable giants
Roary Golden,Poland,Amazon,Male,58,"If you're looking to cut the cable, this is the wa"
Otto Hall,Vietnam,Samsung,Female,52,Excellent product
Madaline Holt,Peru,Dell,Female,60,Great product. Easy to setup and use
Dante Stewart,Peru,HP,Female,56,Great
Candice Phelps,Mexico,LG,Male,54,"Great device, easy to use"
Zachery Reese,Russian Federation,HP,Female,50,Awesome device with sideload ability (KODI)
Colt Hampton,Poland,Microsoft,Male,56,Great for the price
Jessica Hall,Peru,Samsung,Female,59,Better that my Fire Stick
Ina Delaney,Ireland,Microsoft,Male,58,MUCH better than the stick
Zenia Mckenzie,Spain,Sony,Male,56,"Good quality video, not bad price"
Stephanie Phelps,Netherlands,HP,Female,59,Awesome
Giacomo Banks,South Africa,Microsoft,Female,55,great
Willow Gibson,United Kingdom,Apple,Female,58,Great media player
Zephr Chase,Spain,Sony,Male,58,It is very practical
Guy Griffin,Netherlands,Apple,Male,58,Great streamer I love it!!!
Drake Rosario,Costa Rica,Dell,Female,60,Easy installation and Speech Recognition is Cool!
Lana Gardner,Singapore,LG,Male,56,Great product
Tasha Moore,United Kingdom,Amazon,Female,54,Love it.
Amos Sellers,Ukraine,Dell,Female,51,Best gift
Halee Hobbs,Norway,LG,Male,52,If your main interest is watching Netflix-hold off
Alfreda Rich,Ukraine,LG,Female,56,Great
Denton Estes,Spain,Amazon,Male,57,"Great options, but could always have more."
Winter Webster,Colombia,LG,Male,57,Works great
Amos Carney,Pakistan,LG,Female,51,Box is superior!
Genevieve Lewis,South Korea,Dell,Female,50,Excellent media player
Avye Harper,Pakistan,HP,Male,58,great
Judith Watkins,Peru,Apple,Female,60,Killer Kodi Box
Astra Sosa,Singapore,Apple,Female,58,Great step up from the Fire TV Stick
Baxter Hansen,Australia,Sony,Male,53,better than apple
Bianca Bradshaw,Canada,HP,Female,57,Great Love my Movies
Cecilia Gilliam,New Zealand,LG,Female,50,Just what I needed!
Meghan Marsh,Australia,Amazon,Male,50,Great set top
Dawn Fitzpatrick,Poland,Sony,Male,59,Great product
Jessamine Hess,Philippines,Sony,Male,60,works as described
Grace Perkins,Indonesia,Microsoft,Female,57,Excellent picture quality with 4K
Aaron Flynn,Indonesia,Amazon,Female,53,Husband loves it!
Violet Bryan,Italy,Dell,Female,50,Nice. Amazon tv
Buckminster Osborn,Nigeria,Microsoft,Female,52,HARD WIRED :)
Rigel Monroe,Nigeria,Amazon,Female,52,Better than fire stick!
Kyra Jimenez,Philippines,Sony,Male,59,Great for watching movies
Tobias Hubbard,France,Amazon,Male,59,4k Worth the money
Malachi Witt,Indonesia,Sony,Female,50,Frozen
Aphrodite Gill,Brazil,Dell,Female,53,this was a Great product. i would recommend this..
Quinlan Vasquez,Colombia,Dell,Female,56,Sadly Lacking
Zia Riddle,Colombia,Apple,Male,58,Awesome for KODI
Kermit Potts,Australia,LG,Male,50,Great for movies.
Steel Santana,Ukraine,HP,Male,56,Learning
Alfonso Conner,United Kingdom,Microsoft,Male,60,Excellent buy
Wyatt Maxwell,China,Samsung,Female,54,Love this thing!
Patricia Fry,South Korea,HP,Male,60,Love it!!
Jamalia Figueroa,India,Apple,Male,52,Does what I need it to do
Donovan Stafford,Nigeria,Amazon,Female,60,Loving the additional processing power
Kenneth Powell,Colombia,Dell,Male,57,Great for streaming fav tv shows
Whoopi Joyce,Australia,Amazon,Female,60,Great Product!
Nathaniel Hewitt,India,Dell,Female,59,Gift
Serena Reynolds,China,LG,Male,54,Fantastic Streaming Box!
Craig James,Ukraine,LG,Male,60,beats cable
Adrian Delaney,Pakistan,LG,Male,59,Great buy
Jameson Drake,Nigeria,Apple,Female,54,The worst thing I have ever purchased
Beau Floyd,India,LG,Female,55,Good Product
Rosalyn Quinn,Ireland,Dell,Male,58,Great device
Xaviera Espinoza,South Korea,LG,Male,55,Great box
Cecilia Nixon,Netherlands,Samsung,Male,58,Works smooth
Holly Clark,Peru,Amazon,Male,56,Roku Vs FireTV
Jack Bean,Italy,Sony,Male,52,TV Overload
Kristen Hull,Poland,Amazon,Male,53,Very Happy!
Hedley Flynn,Colombia,Microsoft,Female,54,Great speed average memory
Hayley Nixon,Belgium,Amazon,Male,59,Lots of Features
Charissa Daniel,Mexico,Microsoft,Female,55,Works just as advertised
Adrian Hutchinson,United Kingdom,Apple,Male,52,excellent graphic quality
Flynn Henderson,Nigeria,HP,Male,55,Best on the market
Kane Rodriguez,United Kingdom,Samsung,Female,57,So easy to use
Sara Hampton,Austria,Samsung,Female,59,great for 4K tv
Thaddeus Humphrey,Indonesia,HP,Female,52,My favorite streaming device
Indira Casey,South Africa,Amazon,Male,51,Best Streaming Device
Basil Mccall,Norway,LG,Female,50,Great Product
Lisandra Hale,Netherlands,Samsung,Female,55,GREAT FOR WATCHING TV
Brenden Velasquez,Spain,Dell,Male,58,Excellent
Callie Cooper,Russian Federation,Sony,Female,60,Awesome
Amal Bruce,Netherlands,Dell,Male,60,Better than Apple TV
Clark Anthony,Austria,Dell,Female,57,Great media device!
Bradley Sexton,Peru,Sony,Female,52,Love this!
Kuame Valdez,Austria,Dell,Female,60,Perfect addition to any Home Theater
Kevyn Barron,Mexico,Dell,Female,53,Great
Lisandra Mcleod,Turkey,Sony,Female,52,Would not recommend to anybody
Willow Copeland,Germany,LG,Female,58,Awesome streaming device
Ivan Chase,China,HP,Male,57,Solid product.
Asher Ingram,Peru,Samsung,Female,51,Really good product
Meghan Lawrence,Costa Rica,Amazon,Female,57,fire box
Harrison Mayer,Poland,Dell,Female,51,Get it.....
Matthew Francis,Vietnam,Dell,Female,56,Tale of two Tales FIRE & ROKU
Wynter Compton,Sweden,Samsung,Female,55,Great streaming device
Darryl Neal,France,Microsoft,Female,56,Excellent Streamer.
Fritz Alvarez,Norway,Samsung,Male,54,Great product
Randall Mckenzie,Ukraine,Microsoft,Male,51,Great product!
Abigail Cox,France,Dell,Female,58,Awesome streaming device
Solomon Sharpe,Belgium,Dell,Male,58,Just like the Fire TV Stick.
Travis Hahn,India,Dell,Male,55,Slim and very capable streamer!!
Drake Gregory,Brazil,Apple,Female,57,Good streaming device
Arsenio Hubbard,Pakistan,HP,Female,52,fire TV works much better than Fire stick
Guinevere Gates,Sweden,Dell,Male,58,Super Fast media box
Wesley Sharp,Ukraine,LG,Female,52,Great device
Oliver Conrad,Chile,Dell,Female,60,LOVE LOVE LOVE
Driscoll Crane,Poland,Apple,Female,56,Good Product
Alvin Hanson,Mexico,Amazon,Male,54,Super easy setup and works great
Hilary Curry,Singapore,Sony,Female,50,Great Streaming Device
Kai Perkins,Belgium,Samsung,Male,56,Amazon Centric
Elvis Collins,Belgium,Microsoft,Female,59,My first Fire
Jamal Rollins,South Korea,Amazon,Male,58,Great little box
Aaron Shannon,Poland,Microsoft,Male,56,Love this
Madison Munoz,India,Sony,Female,59,its awesome
Reuben Albert,Russian Federation,Microsoft,Female,55,Awesome TV Device
Abel Burris,Brazil,Microsoft,Female,58,Great for Amazon Prime members
Cassady Le,South Africa,Dell,Male,58,Great product
Keegan Little,Ukraine,Dell,Male,58,Great addition to an unsmart tv
Axel Stone,New Zealand,Microsoft,Female,60,great
Akeem Kramer,Costa Rica,HP,Male,56,Great way to watch tv
Darius Harding,Sweden,Samsung,Female,54,Nice unit works well.
Dean Hodge,Singapore,LG,Female,51,Awesome buy
Cedric Rivers,Turkey,Dell,Male,52,Great apps and simple to use
Alexander Flowers,Italy,Microsoft,Female,56,Better than Chromecast
Yeo Keith,Colombia,LG,Male,57,Amazing well worth the money!
Amir Mcdonald,Philippines,Dell,Male,57,works a lot better than my old Wii.
Gwendolyn Holland,Italy,Amazon,Female,51,Works perfect
Harper Klein,Italy,Apple,Female,50,great device
Jenna Barr,Pakistan,LG,Male,58,Great Streaming Box for the Whole Family
Bree Nieves,France,HP,Female,60,Great product
Yen Glenn,Nigeria,Samsung,Female,58,Can now have a Smart TV...
Jennifer Odom,Brazil,LG,Male,53,Fast streaming
Marvin Sanders,Australia,HP,Female,57,Cool Gadget
Katell Rosales,Indonesia,HP,Female,50,Mo
Latifah Bird,Costa Rica,Amazon,Male,50,This is the best media streaming device
Mannix Wilkins,Turkey,Microsoft,Male,59,Great streaming device!
Hu Stevens,Indonesia,HP,Male,60,"Work great easy to operate, great device..."
Bernard Fry,Sweden,Amazon,Female,57,Good Product
Heidi Andrews,Ukraine,Amazon,Female,53,Amazing product!!!
Aimee Gardner,South Korea,Dell,Female,50,Love it
Marsden Leach,Ukraine,Microsoft,Female,52,Good
Emerald Walter,Ireland,Sony,Female,52,Awesome Product
Jakeem Maldonado,Russian Federation,Sony,Male,59,easy to work and use.
Daryl Atkins,Colombia,Sony,Male,59,Great Product
Fredericka Bowen,Indonesia,HP,Female,50,Get for movies
Samuel Patton,India,Sony,Female,53,Bravo Amazon
Audra Patrick,Ireland,Sony,Female,56,Great Product
Ivan Mcknight,France,Microsoft,Male,58,Great device for all users
Tyler Evans,Russian Federation,Dell,Male,50,good product
Xenos Hensley,Italy,Sony,Male,22,Great
Louis Sutton,South Africa,Dell,Female,22,Sadly disappointed
Aiko Nguyen,Colombia,HP,Male,19,An excellent device.
Harlan Durham,Germany,HP,Male,28,Great streaming
Nolan Holder,United Kingdom,Samsung,Female,21,Awesome
Katell Rios,Costa Rica,Amazon,Female,19,Excellent Device
Sonya Rodriguez,Vietnam,LG,Female,22,Fast and easy to use
Juliet Raymond,New Zealand,LG,Female,26,This product is fast
Hector Neal,Turkey,Microsoft,Female,18,Simply awesome
Sheila Moody,United Kingdom,LG,Female,21,Great Streamer!
Dennis Hudson,Belgium,Samsung,Female,25,great!!!
Meredith Salinas,Pakistan,Sony,Male,23,Amazon-ing!
Dorothy Charles,France,Dell,Male,30,Worth it!
Donovan Nash,Netherlands,Microsoft,Female,19,"best box available for netflix, hulu prime + kodi"
Mollie Booth,Philippines,Amazon,Male,30,Just What I Needed
Dante Duncan,Spain,Samsung,Female,18,Pretty good
April Marks,Poland,HP,Female,21,So far so good
Ginger Cannon,Sweden,HP,Male,22,Good value
Barrett Mcclain,Russian Federation,Microsoft,Male,19,love it
Sage Burke,France,LG,Male,27,Amazon-Fire is very good
Vanna Hendrix,Vietnam,Microsoft,Female,22,This is what I was looking for.
Armando Becker,Norway,Microsoft,Male,20,love it
Dean Morales,South Korea,Amazon,Female,29,Great product
Troy Logan,Spain,HP,Female,19,Picture clarity is awesome
Beverly Higgins,Costa Rica,Sony,Female,28,Amazon Fire Tv
Bertha Potter,Russian Federation,Dell,Female,27,Great
Zephania Pennington,Chile,Sony,Male,21,Great Product...
Anthony Richmond,Canada,Microsoft,Female,28,Great for accessing movies
Kay Griffith,Ireland,Dell,Male,30,Nice
Kerry Gutierrez,Sweden,Amazon,Female,25,Good fire tv
Urielle Clements,Australia,Dell,Male,23,Excellent product from amazon
MacKenzie Bell,Brazil,Sony,Female,21,Great product
Deborah Marshall,Germany,Amazon,Female,30,Excellent product and works better than advertised
Wayne Nolan,Mexico,Amazon,Male,25,Hours of entertainment
Erich Thornton,Indonesia,Microsoft,Male,22,Great streaming device
Trevor Schroeder,United States,Apple,Female,22,Great model
Jonah Dominguez,Brazil,Sony,Female,19,Awesome device
Roth Park,Norway,HP,Female,28,It works
Salvador Torres,New Zealand,LG,Male,21,Cut the cable!
Wang Morin,Belgium,Microsoft,Female,19,It's fast and great
Mia Bean,Turkey,Sony,Male,22,Great box for the cord cutter
Galena Richard,New Zealand,HP,Male,26,Good product
Priscilla Spencer,Sweden,Dell,Female,18,love this
Harlan Cooley,Mexico,Dell,Female,21,Might be time to retire the roku
Arthur Carter,Turkey,Amazon,Male,25,Excellent excellent product!
Guinevere Villarreal,Belgium,Dell,Female,23,HD Fire
Tamara Bray,Ireland,HP,Male,30,The best video streaming player
Lana O'donnell,Indonesia,LG,Female,19,better than Apple Tv
Lacey Vega,Vietnam,Dell,Female,30,works well easy to use
Dale O'Neill,New Zealand,Sony,Male,18,really like it
Craig Shelton,Norway,Microsoft,Female,21,Great TV connection alternative
Nathan Pate,Singapore,HP,Male,22,"Great, easy to use"
Donovan Charles,Norway,Apple,Female,19,Great
Signe Mckenzie,South Korea,HP,Female,27,Ok for previous shiws
Karen Curtis,Spain,Dell,Male,22,Nice
Ariana Williamson,Turkey,Dell,Female,20,Great set top box
Miriam Compton,New Zealand,LG,Male,29,Great alternative to satellite tv
Juliet Andrews,Belgium,Apple,Male,19,great product for a reasonable price
Cecilia Rodgers,Spain,LG,Male,28,Good
Martin Morrow,Poland,Sony,Female,27,good concept but has some issues
Alexis Gilbert,Nigeria,HP,Female,21,Can't beat the features for the price point
Nita Wood,Philippines,Microsoft,Female,28,Great
Carl Hoover,Canada,Dell,Male,30,Perfect Option
Hedy Adams,Russian Federation,Sony,Male,25,One of the best for streaming TV
Giacomo Glover,South Korea,LG,Female,23,Smartest purchase I've made in years
Alfreda Blackburn,Costa Rica,Amazon,Male,21,Excellent streaming box
Jordan Hewitt,United Kingdom,HP,Female,30,super
Travis Boone,Peru,Amazon,Male,28,Perfect for getting rid of cable
Jared Mcbride,Mexico,Dell,Female,25,Fire TV
Calista Patel,Mexico,LG,Female,19,Very Fast & Cool Menu Layout
Hilda Harrison,Philippines,Microsoft,Female,27,Surprisingly Amazing...
Amena Todd,Pakistan,Microsoft,Male,18,decent programs
Jane Richardson,Chile,Amazon,Male,23,AMAZON FIRE TV STICK
Chantale Greene,India,Microsoft,Female,27,FireTV by Amazon
Larissa Guerra,Australia,Amazon,Male,25,Great companion to Amazon Echo(Alexa)
Wynne Nolan,Germany,LG,Female,23,Cut the cord
Lance Spears,Spain,HP,Male,30,Easy to use with awesome features
Raphael Cervantes,Canada,Dell,Male,21,Great streaming device
Chaney Dyer,Philippines,Microsoft,Female,28,Monster Box!
Galvin Warner,Russian Federation,Samsung,Male,28,"Excellent, easy to use interface"
Kieran Christensen,Italy,Amazon,Male,30,works very well
Arden Kim,Australia,LG,Female,23,Great graphics card
Ariel Clements,South Korea,Amazon,Female,21,Excellent
Rhonda Jensen,United Kingdom,Samsung,Male,19,Its a little expensive but is a good Product
Hanae Solis,France,LG,Female,18,WOW...
Gloria O'brien,Chile,Sony,Female,28,Worthwhile upgrade
Carla Camacho,Spain,Dell,Female,20,Better than expected
Amena Stephenson,New Zealand,LG,Female,26,Fire tv 4K
Nita Blackburn,United States,Amazon,Male,25,Good devie
Evan Santana,Pakistan,Sony,Female,25,This is a great way to watch TV!
Axel Noble,Germany,Dell,Female,23,Great for price
Nevada Rivas,Indonesia,LG,Female,19,Great option
Abbot Mcgowan,Sweden,Dell,Male,22,bought for sling
Olivia Diaz,New Zealand,Dell,Female,22,Great way to watch TV shows and movies
Rae Cantrell,Chile,Sony,Female,24,Amazing
Hasad Stuart,Vietnam,HP,Male,19,Great product I totally enjoy the Amazon Fire TV
Ulric Clemons,Costa Rica,HP,Male,19,Good for Tivo Streaming
Malik Ross,Canada,Amazon,Female,26,Good streaming center
Justin Bridges,France,Apple,Female,21,Nice unit
Suki Willis,Philippines,Dell,Female,27,Fire TV
Jarrod Crosby,New Zealand,Sony,Male,27,Good product
Aristotle Chen,South Africa,Amazon,Male,18,"Easy, set up & use!"
Wallace Holder,Costa Rica,Apple,Female,27,Love the Fire TV
Jasper Duncan,Germany,Microsoft,Male,20,WORKS PERFECTLY
Kyle Roth,New Zealand,Microsoft,Male,27,It's on FIRE!
Kermit Keller,Netherlands,HP,Female,22,GREAT!!
Shelly Dickerson,Ireland,Microsoft,Male,26,So far so good
Kirsten Duffy,Canada,HP,Female,26,Everything it claims to be.
Kamal Sanford,Peru,Microsoft,Female,25,"Good product, but WiFi distance to the router poor"
Channing Valencia,United States,Amazon,Male,24,Works great. Getting ready to get another.
Vaughan Velazquez,India,Microsoft,Male,24,Great Product
Hiram Wong,Peru,Dell,Male,25,Great discreet little box
Candice Golden,Russian Federation,Amazon,Female,29,"easy to set up, hassle free"
Lael Harrington,Spain,Microsoft,Female,27,awesome
Noelle Morin,Ireland,Apple,Male,27,Cutting the cable made painless
Jared Palmer,Sweden,Microsoft,Male,30,good
Gay Brady,Philippines,Dell,Male,25,A must get accessory for your tv
Illiana Parsons,Belgium,Amazon,Male,29,Fantastic Product
Armand Kane,Indonesia,Apple,Male,25,Great for streaming services and games
Dolan Vasquez,New Zealand,LG,Male,20,Nice amazon fire tv
Guy Terry,Ireland,Sony,Female,24,Some software flaws but works well
Gavin Burris,India,Amazon,Male,30,does all it says it does.
Chava Quinn,Turkey,Apple,Female,21,Best in streaming
Julie Warner,Netherlands,Dell,Male,28,Works great
Moses Burch,United Kingdom,LG,Male,22,Nice streaming box
Wilma Hayden,Philippines,HP,Female,28,Solid player
Ian Brown,Austria,Amazon,Female,30,Great controller!!
Melanie Ramirez,New Zealand,Microsoft,Female,24,It's good
Yvette Baird,Poland,Microsoft,Male,24,Good media player
Ainsley Woodward,South Africa,Dell,Female,21,Great product works well
Lynn Compton,Germany,Apple,Female,20,Fire Tv
Mallory Norris,Nigeria,Amazon,Male,21,Awesome
Elmo Roberson,South Korea,Amazon,Female,21,Tiny little black box
Olga Pope,China,LG,Male,30,works great with my 4K TV and very user friendly
Nolan Sloan,United States,Sony,Female,23,Friendly use and quick responsive
Baxter Burns,Singapore,Sony,Female,18,GREAT product at a GREAT price!!
Gisela Glover,Italy,Amazon,Female,21,Much faster than the fire stick
Calvin Drake,Ireland,Sony,Female,18,Just as discribed
Halee Mcdowell,Vietnam,LG,Female,26,Love this kindle
Len Glover,Germany,Amazon,Female,29,"Love the screen, both indoors and out."
Ifeoma Roach,China,HP,Male,24,Even better than the earlier generations
Zia Savage,Peru,Sony,Female,20,Excellent product
Daniel Stokes,India,Microsoft,Female,24,good e-reader
Genevieve Reid,Chile,Samsung,Female,23,Wonderful for reading
Carly Young,Belgium,Dell,Female,29,It is great product. Would purchase again.
Perry Robbins,Austria,LG,Female,20,Great e-reader
Veronica Clarke,Vietnam,HP,Female,22,works excellent in daylight and nightime
Stephen Barry,Russian Federation,Amazon,Male,23,Foid
Tate Coleman,New Zealand,LG,Male,19,great gift
Calvin Oneil,Singapore,Dell,Female,30,Wonderful Device
Brynne Mcneil,Nigeria,Microsoft,Male,25,Great e-reader
Blake Delgado,Vietnam,LG,Male,25,Great gift
Noelani Yang,Canada,Amazon,Female,30,Paper White
Arsenio Acosta,Singapore,Samsung,Female,29,Wife can't live without it...
Walter Burt,Indonesia,Sony,Male,23,works as designed and easy to use
Kiayada Browning,China,LG,Female,21,Great for reading in bed
Forrest Richards,Costa Rica,HP,Female,27,Great price
Moses Donovan,Brazil,LG,Female,22,love it
Fritz Silva,Sweden,Amazon,Male,27,my fiance loves it
Alden Gordon,United Kingdom,Microsoft,Female,20,Kindle Paper White
